TaxName	species	Abundance_per_rank_RawFile	SampleCategory	RawFile
Granulicatella adiacens	46124	50.60305	Healthy	Healthy-E02
Prevotella buccalis	28127	50.14212	Healthy	Healthy-E02
Leptotrichia buccalis	40542	49.31188	Healthy	Healthy-E02
Atopobium parvulum	1382	47.80167	Healthy	Healthy-E02
Polynucleobacter necessarius	576610	44.43092	Healthy	Healthy-E02
Lachnoanaerobaculum saburreum	467210	44.31908	Healthy	Healthy-E02
Gemella haemolysans	1379	44.13503	Healthy	Healthy-E02
Streptococcus australis	113107	40.0	Healthy	Healthy-E02
Porphyromonas gingivalis	837	39.59478	Healthy	Healthy-E02
Selenomonas flueggei	135080	30.18547	Healthy	Healthy-E02
Prevotella sp. oral taxon 299	652716	29.1372	Healthy	Healthy-E02
Mycoplasma salivarium	2124	28.34243	Healthy	Healthy-E02
Streptococcus oligofermentans	195041	27.36063	Healthy	Healthy-E02
Prevotella sp. oral taxon 306	712461	26.48377	Healthy	Healthy-E02
Prevotella saccharolytica	633701	26.46868	Healthy	Healthy-E02
Alloprevotella rava	671218	26.15422	Healthy	Healthy-E02
Prevotella oris	28135	25.7394	Healthy	Healthy-E02
Prevotella veroralis	28137	25.50925	Healthy	Healthy-E02
Prevotella baroniae	305719	25.05759	Healthy	Healthy-E02
Prevotella salivae	228604	24.72178	Healthy	Healthy-E02
Prevotella multisaccharivorax	310514	24.60623	Healthy	Healthy-E02
Streptococcus cristatus	45634	24.39908	Healthy	Healthy-E02
Mycoplasma mycoides	2102	23.66812	Healthy	Healthy-E02
Abiotrophia defectiva	46125	23.37318	Healthy	Healthy-E02
Actinomyces sp. oral taxon 180	651609	23.24353	Healthy	Healthy-E02
Bacteroides pyogenes	310300	22.65761	Healthy	Healthy-E02
Streptococcus gordonii	1302	21.95354	Healthy	Healthy-E02
Leptotrichia goodfellowii	157692	21.71717	Healthy	Healthy-E02
Neisseria meningitidis	487	21.4813	Healthy	Healthy-E02
Veillonella parvula	29466	20.0	Healthy	Healthy-E02
Filifactor alocis	143361	20.0	Healthy	Healthy-E02
Campylobacter concisus	199	20.0	Healthy	Healthy-E02
Alloprevotella tannerae	76122	20.0	Healthy	Healthy-E02
Lachnospiraceae bacterium oral taxon 500	712991	20.0	Healthy	Healthy-E02
Capnocytophaga sp. oral taxon 329	706435	20.0	Healthy	Healthy-E02
Prevotella nigrescens	28133	20.0	Healthy	Healthy-E02
Aggregatibacter aphrophilus	732	20.0	Healthy	Healthy-E02
Fusobacterium sp. oral taxon 370	712288	20.0	Healthy	Healthy-E02
Actinomyces massiliensis	461393	20.0	Healthy	Healthy-E02
Selenomonas sp. oral taxon 138	712532	20.0	Healthy	Healthy-E02
Actinomyces timonensis	1288391	20.0	Healthy	Healthy-E02
Rothia mucilaginosa	43675	1492.14852	Healthy	Healthy-E03
Prevotella histicola	470565	746.6981	Healthy	Healthy-E03
Haemophilus parainfluenzae	729	739.93527	Healthy	Healthy-E03
Veillonella atypica	39777	611.31085	Healthy	Healthy-E03
Prevotella melaninogenica	28132	552.50666	Healthy	Healthy-E03
Streptococcus salivarius	1304	528.48901	Healthy	Healthy-E03
Veillonella dispar	39778	427.53188	Healthy	Healthy-E03
Prevotella sp. oral taxon 473	712469	402.40171	Healthy	Healthy-E03
Prevotella pallens	60133	399.56602	Healthy	Healthy-E03
Streptococcus parasanguinis	1318	354.17881	Healthy	Healthy-E03
Stomatobaculum longum	796942	342.59213	Healthy	Healthy-E03
Neisseria mucosa	488	331.10984	Healthy	Healthy-E03
Streptococcus mitis	28037	292.74198	Healthy	Healthy-E03
Veillonella sp. oral taxon 158	671228	262.42764	Healthy	Healthy-E03
Actinomyces graevenitzii	55565	259.5467	Healthy	Healthy-E03
Leptotrichia wadei	157687	232.80064	Healthy	Healthy-E03
Fusobacterium periodonticum	860	224.66361	Healthy	Healthy-E03
Porphyromonas sp. oral taxon 279	712438	220.44009	Healthy	Healthy-E03
Leptotrichia sp. oral taxon 215	712359	182.71661	Healthy	Healthy-E03
Actinomyces sp. oral taxon 172	712118	177.83797	Healthy	Healthy-E03
Gemella sanguinis	84135	175.57076	Healthy	Healthy-E03
Streptococcus infantis	68892	159.71483	Healthy	Healthy-E03
Oribacterium sinus	237576	137.47482	Healthy	Healthy-E03
candidate division TM7 single-cell isolate TM7a	447454	134.84151	Healthy	Healthy-E03
Neisseria subflava	28449	107.38253	Healthy	Healthy-E03
Corynebacterium matruchotii	43768	100.0	Healthy	Healthy-E03
Actinomyces odontolyticus	1660	95.41923	Healthy	Healthy-E03
Leptotrichia shahii	157691	94.26259	Healthy	Healthy-E03
Lachnospiraceae bacterium oral taxon 082	712976	90.37231	Healthy	Healthy-E03
Megasphaera micronuciformis	187326	86.18533	Healthy	Healthy-E03
Fusobacterium nucleatum	851	80.17674	Healthy	Healthy-E03
Selenomonas sp. oral taxon 149	712535	78.45471	Healthy	Healthy-E03
Peptostreptococcus stomatis	341694	64.53092	Healthy	Healthy-E03
Tannerella sp. oral taxon BU063	712710	60.0	Healthy	Healthy-E03
Prevotella scopos	589437	55.82772	Healthy	Healthy-E03
Prevotella buccalis	28127	48.2901	Healthy	Healthy-E03
Leptotrichia buccalis	40542	48.26971	Healthy	Healthy-E03
Selenomonas sputigena	69823	47.70988	Healthy	Healthy-E03
Streptococcus australis	113107	46.92408	Healthy	Healthy-E03
Granulicatella adiacens	46124	45.9649	Healthy	Healthy-E03
Lachnoanaerobaculum saburreum	467210	44.83661	Healthy	Healthy-E03
Polynucleobacter necessarius	576610	44.54184	Healthy	Healthy-E03
Atopobium parvulum	1382	44.10758	Healthy	Healthy-E03
Gemella haemolysans	1379	43.75085	Healthy	Healthy-E03
Porphyromonas gingivalis	837	42.31643	Healthy	Healthy-E03
Prevotella sp. oral taxon 299	652716	28.55509	Healthy	Healthy-E03
Selenomonas flueggei	135080	28.44106	Healthy	Healthy-E03
Streptococcus cristatus	45634	26.99498	Healthy	Healthy-E03
Alloprevotella rava	671218	26.72314	Healthy	Healthy-E03
Prevotella saccharolytica	633701	26.37319	Healthy	Healthy-E03
Streptococcus oligofermentans	195041	26.28819	Healthy	Healthy-E03
Prevotella sp. oral taxon 306	712461	25.63848	Healthy	Healthy-E03
Prevotella multisaccharivorax	310514	25.55612	Healthy	Healthy-E03
Bacteroides pyogenes	310300	24.85157	Healthy	Healthy-E03
Prevotella nigrescens	28133	24.7189	Healthy	Healthy-E03
Capnocytophaga sp. oral taxon 329	706435	24.35068	Healthy	Healthy-E03
Lachnospiraceae bacterium oral taxon 500	712991	24.33183	Healthy	Healthy-E03
Mycoplasma salivarium	2124	23.69785	Healthy	Healthy-E03
Actinomyces timonensis	1288391	23.54252	Healthy	Healthy-E03
Leptotrichia goodfellowii	157692	23.35864	Healthy	Healthy-E03
Campylobacter concisus	199	22.8325	Healthy	Healthy-E03
Prevotella oris	28135	22.72253	Healthy	Healthy-E03
Prevotella salivae	228604	22.66927	Healthy	Healthy-E03
Streptococcus gordonii	1302	22.56386	Healthy	Healthy-E03
Actinomyces sp. oral taxon 180	651609	22.44689	Healthy	Healthy-E03
Neisseria meningitidis	487	20.75025	Healthy	Healthy-E03
Veillonella parvula	29466	20.0	Healthy	Healthy-E03
Filifactor alocis	143361	20.0	Healthy	Healthy-E03
Abiotrophia defectiva	46125	20.0	Healthy	Healthy-E03
Prevotella veroralis	28137	20.0	Healthy	Healthy-E03
Alloprevotella tannerae	76122	20.0	Healthy	Healthy-E03
Aggregatibacter aphrophilus	732	20.0	Healthy	Healthy-E03
Fusobacterium sp. oral taxon 370	712288	20.0	Healthy	Healthy-E03
Actinomyces massiliensis	461393	20.0	Healthy	Healthy-E03
Selenomonas sp. oral taxon 138	712532	20.0	Healthy	Healthy-E03
Prevotella baroniae	305719	20.0	Healthy	Healthy-E03
Mycoplasma mycoides	2102	20.0	Healthy	Healthy-E03
Rothia mucilaginosa	43675	1431.46026	Healthy	Healthy-E04
Haemophilus parainfluenzae	729	735.65513	Healthy	Healthy-E04
Prevotella histicola	470565	666.45976	Healthy	Healthy-E04
Veillonella atypica	39777	571.08003	Healthy	Healthy-E04
Streptococcus salivarius	1304	520.21756	Healthy	Healthy-E04
Prevotella melaninogenica	28132	484.51171	Healthy	Healthy-E04
Veillonella dispar	39778	417.93518	Healthy	Healthy-E04
Prevotella pallens	60133	360.0	Healthy	Healthy-E04
Prevotella sp. oral taxon 473	712469	344.85652	Healthy	Healthy-E04
Streptococcus parasanguinis	1318	322.32699	Healthy	Healthy-E04
Stomatobaculum longum	796942	304.52452	Healthy	Healthy-E04
Neisseria mucosa	488	289.50147	Healthy	Healthy-E04
Streptococcus mitis	28037	277.54358	Healthy	Healthy-E04
Veillonella sp. oral taxon 158	671228	244.49323	Healthy	Healthy-E04
Actinomyces graevenitzii	55565	243.76098	Healthy	Healthy-E04
Leptotrichia wadei	157687	204.05323	Healthy	Healthy-E04
Fusobacterium periodonticum	860	182.66373	Healthy	Healthy-E04
Porphyromonas sp. oral taxon 279	712438	180.0	Healthy	Healthy-E04
Leptotrichia sp. oral taxon 215	712359	161.93186	Healthy	Healthy-E04
Actinomyces sp. oral taxon 172	712118	160.0	Healthy	Healthy-E04
Streptococcus infantis	68892	150.79062	Healthy	Healthy-E04
Gemella sanguinis	84135	142.91316	Healthy	Healthy-E04
Oribacterium sinus	237576	126.43734	Healthy	Healthy-E04
candidate division TM7 single-cell isolate TM7a	447454	122.41475	Healthy	Healthy-E04
Corynebacterium matruchotii	43768	100.0	Healthy	Healthy-E04
Actinomyces odontolyticus	1660	84.58472	Healthy	Healthy-E04
Neisseria subflava	28449	80.0	Healthy	Healthy-E04
Megasphaera micronuciformis	187326	80.0	Healthy	Healthy-E04
Lachnospiraceae bacterium oral taxon 082	712976	80.0	Healthy	Healthy-E04
Leptotrichia shahii	157691	80.0	Healthy	Healthy-E04
Selenomonas sp. oral taxon 149	712535	67.36444	Healthy	Healthy-E04
Fusobacterium nucleatum	851	60.0	Healthy	Healthy-E04
Peptostreptococcus stomatis	341694	60.0	Healthy	Healthy-E04
Tannerella sp. oral taxon BU063	712710	60.0	Healthy	Healthy-E04
Prevotella scopos	589437	48.96549	Healthy	Healthy-E04
Streptococcus australis	113107	47.75551	Healthy	Healthy-E04
Leptotrichia buccalis	40542	46.1674	Healthy	Healthy-E04
Polynucleobacter necessarius	576610	42.80956	Healthy	Healthy-E04
Granulicatella adiacens	46124	42.496	Healthy	Healthy-E04
Porphyromonas gingivalis	837	40.0	Healthy	Healthy-E04
Atopobium parvulum	1382	40.0	Healthy	Healthy-E04
Gemella haemolysans	1379	40.0	Healthy	Healthy-E04
Selenomonas sputigena	69823	40.0	Healthy	Healthy-E04
Prevotella buccalis	28127	40.0	Healthy	Healthy-E04
Lachnoanaerobaculum saburreum	467210	40.0	Healthy	Healthy-E04
Mycoplasma salivarium	2124	26.21519	Healthy	Healthy-E04
Streptococcus oligofermentans	195041	25.23558	Healthy	Healthy-E04
Prevotella sp. oral taxon 299	652716	23.72351	Healthy	Healthy-E04
Streptococcus cristatus	45634	22.80057	Healthy	Healthy-E04
Campylobacter concisus	199	22.49292	Healthy	Healthy-E04
Actinomyces timonensis	1288391	22.29068	Healthy	Healthy-E04
Abiotrophia defectiva	46125	20.83181	Healthy	Healthy-E04
Neisseria meningitidis	487	20.0	Healthy	Healthy-E04
Streptococcus gordonii	1302	20.0	Healthy	Healthy-E04
Veillonella parvula	29466	20.0	Healthy	Healthy-E04
Filifactor alocis	143361	20.0	Healthy	Healthy-E04
Selenomonas flueggei	135080	20.0	Healthy	Healthy-E04
Prevotella veroralis	28137	20.0	Healthy	Healthy-E04
Alloprevotella tannerae	76122	20.0	Healthy	Healthy-E04
Leptotrichia goodfellowii	157692	20.0	Healthy	Healthy-E04
Prevotella oris	28135	20.0	Healthy	Healthy-E04
Actinomyces sp. oral taxon 180	651609	20.0	Healthy	Healthy-E04
Prevotella salivae	228604	20.0	Healthy	Healthy-E04
Lachnospiraceae bacterium oral taxon 500	712991	20.0	Healthy	Healthy-E04
Capnocytophaga sp. oral taxon 329	706435	20.0	Healthy	Healthy-E04
Prevotella nigrescens	28133	20.0	Healthy	Healthy-E04
Aggregatibacter aphrophilus	732	20.0	Healthy	Healthy-E04
Alloprevotella rava	671218	20.0	Healthy	Healthy-E04
Fusobacterium sp. oral taxon 370	712288	20.0	Healthy	Healthy-E04
Prevotella sp. oral taxon 306	712461	20.0	Healthy	Healthy-E04
Actinomyces massiliensis	461393	20.0	Healthy	Healthy-E04
Selenomonas sp. oral taxon 138	712532	20.0	Healthy	Healthy-E04
Prevotella saccharolytica	633701	20.0	Healthy	Healthy-E04
Bacteroides pyogenes	310300	20.0	Healthy	Healthy-E04
Prevotella baroniae	305719	20.0	Healthy	Healthy-E04
Prevotella multisaccharivorax	310514	20.0	Healthy	Healthy-E04
Mycoplasma mycoides	2102	20.0	Healthy	Healthy-E04
Rothia mucilaginosa	43675	1468.26397	Healthy	Healthy-E05
Haemophilus parainfluenzae	729	795.02684	Healthy	Healthy-E05
Prevotella histicola	470565	707.43307	Healthy	Healthy-E05
Veillonella atypica	39777	574.36404	Healthy	Healthy-E05
Prevotella melaninogenica	28132	519.0688	Healthy	Healthy-E05
Streptococcus salivarius	1304	508.08799	Healthy	Healthy-E05
Prevotella sp. oral taxon 473	712469	401.99489	Healthy	Healthy-E05
Veillonella dispar	39778	401.69956	Healthy	Healthy-E05
Prevotella pallens	60133	387.49139	Healthy	Healthy-E05
Neisseria mucosa	488	370.9509	Healthy	Healthy-E05
Streptococcus parasanguinis	1318	342.63315	Healthy	Healthy-E05
Stomatobaculum longum	796942	332.79068	Healthy	Healthy-E05
Streptococcus mitis	28037	294.91308	Healthy	Healthy-E05
Veillonella sp. oral taxon 158	671228	265.90584	Healthy	Healthy-E05
Actinomyces graevenitzii	55565	260.32605	Healthy	Healthy-E05
Porphyromonas sp. oral taxon 279	712438	250.20234	Healthy	Healthy-E05
Fusobacterium periodonticum	860	231.50446	Healthy	Healthy-E05
Leptotrichia wadei	157687	222.97599	Healthy	Healthy-E05
Leptotrichia sp. oral taxon 215	712359	193.62771	Healthy	Healthy-E05
Gemella sanguinis	84135	176.86515	Healthy	Healthy-E05
Streptococcus infantis	68892	171.72147	Healthy	Healthy-E05
Actinomyces sp. oral taxon 172	712118	171.07233	Healthy	Healthy-E05
candidate division TM7 single-cell isolate TM7a	447454	141.54768	Healthy	Healthy-E05
Oribacterium sinus	237576	130.25253	Healthy	Healthy-E05
Neisseria subflava	28449	110.03427	Healthy	Healthy-E05
Corynebacterium matruchotii	43768	100.0	Healthy	Healthy-E05
Leptotrichia shahii	157691	91.05435	Healthy	Healthy-E05
Actinomyces odontolyticus	1660	89.66692	Healthy	Healthy-E05
Lachnospiraceae bacterium oral taxon 082	712976	86.61735	Healthy	Healthy-E05
Megasphaera micronuciformis	187326	79.99817	Healthy	Healthy-E05
Fusobacterium nucleatum	851	75.04295	Healthy	Healthy-E05
Selenomonas sp. oral taxon 149	712535	70.24178	Healthy	Healthy-E05
Peptostreptococcus stomatis	341694	66.73479	Healthy	Healthy-E05
Tannerella sp. oral taxon BU063	712710	62.45565	Healthy	Healthy-E05
Prevotella buccalis	28127	52.46349	Healthy	Healthy-E05
Streptococcus australis	113107	52.43349	Healthy	Healthy-E05
Prevotella scopos	589437	52.43022	Healthy	Healthy-E05
Leptotrichia buccalis	40542	49.51249	Healthy	Healthy-E05
Selenomonas sputigena	69823	48.00233	Healthy	Healthy-E05
Polynucleobacter necessarius	576610	47.42837	Healthy	Healthy-E05
Granulicatella adiacens	46124	45.27584	Healthy	Healthy-E05
Porphyromonas gingivalis	837	44.57245	Healthy	Healthy-E05
Gemella haemolysans	1379	44.55406	Healthy	Healthy-E05
Lachnoanaerobaculum saburreum	467210	43.75051	Healthy	Healthy-E05
Atopobium parvulum	1382	40.0	Healthy	Healthy-E05
Prevotella sp. oral taxon 299	652716	29.93404	Healthy	Healthy-E05
Alloprevotella rava	671218	27.91404	Healthy	Healthy-E05
Streptococcus oligofermentans	195041	26.85783	Healthy	Healthy-E05
Capnocytophaga sp. oral taxon 329	706435	26.85506	Healthy	Healthy-E05
Prevotella saccharolytica	633701	26.75282	Healthy	Healthy-E05
Selenomonas flueggei	135080	26.69711	Healthy	Healthy-E05
Neisseria meningitidis	487	26.48004	Healthy	Healthy-E05
Prevotella nigrescens	28133	26.22244	Healthy	Healthy-E05
Mycoplasma salivarium	2124	25.62119	Healthy	Healthy-E05
Bacteroides pyogenes	310300	25.53027	Healthy	Healthy-E05
Streptococcus gordonii	1302	25.21513	Healthy	Healthy-E05
Prevotella salivae	228604	25.15012	Healthy	Healthy-E05
Fusobacterium sp. oral taxon 370	712288	25.08117	Healthy	Healthy-E05
Prevotella baroniae	305719	24.66133	Healthy	Healthy-E05
Lachnospiraceae bacterium oral taxon 500	712991	24.56179	Healthy	Healthy-E05
Prevotella veroralis	28137	24.38357	Healthy	Healthy-E05
Prevotella sp. oral taxon 306	712461	24.38128	Healthy	Healthy-E05
Veillonella parvula	29466	24.21731	Healthy	Healthy-E05
Alloprevotella tannerae	76122	24.03062	Healthy	Healthy-E05
Actinomyces sp. oral taxon 180	651609	23.05035	Healthy	Healthy-E05
Leptotrichia goodfellowii	157692	22.98724	Healthy	Healthy-E05
Mycoplasma mycoides	2102	22.43771	Healthy	Healthy-E05
Filifactor alocis	143361	20.0	Healthy	Healthy-E05
Campylobacter concisus	199	20.0	Healthy	Healthy-E05
Abiotrophia defectiva	46125	20.0	Healthy	Healthy-E05
Prevotella oris	28135	20.0	Healthy	Healthy-E05
Streptococcus cristatus	45634	20.0	Healthy	Healthy-E05
Aggregatibacter aphrophilus	732	20.0	Healthy	Healthy-E05
Actinomyces massiliensis	461393	20.0	Healthy	Healthy-E05
Selenomonas sp. oral taxon 138	712532	20.0	Healthy	Healthy-E05
Actinomyces timonensis	1288391	20.0	Healthy	Healthy-E05
Prevotella multisaccharivorax	310514	20.0	Healthy	Healthy-E05
Rothia mucilaginosa	43675	1430.22906	Healthy	Healthy-E06
Haemophilus parainfluenzae	729	749.19889	Healthy	Healthy-E06
Prevotella histicola	470565	734.78915	Healthy	Healthy-E06
Veillonella atypica	39777	608.58615	Healthy	Healthy-E06
Prevotella melaninogenica	28132	548.0038	Healthy	Healthy-E06
Streptococcus salivarius	1304	522.48063	Healthy	Healthy-E06
Prevotella pallens	60133	450.36745	Healthy	Healthy-E06
Prevotella sp. oral taxon 473	712469	428.95613	Healthy	Healthy-E06
Veillonella dispar	39778	425.79391	Healthy	Healthy-E06
Streptococcus parasanguinis	1318	362.28312	Healthy	Healthy-E06
Neisseria mucosa	488	361.09548	Healthy	Healthy-E06
Stomatobaculum longum	796942	337.50146	Healthy	Healthy-E06
Streptococcus mitis	28037	312.34367	Healthy	Healthy-E06
Veillonella sp. oral taxon 158	671228	276.94794	Healthy	Healthy-E06
Actinomyces graevenitzii	55565	265.99994	Healthy	Healthy-E06
Porphyromonas sp. oral taxon 279	712438	242.57208	Healthy	Healthy-E06
Fusobacterium periodonticum	860	238.42441	Healthy	Healthy-E06
Leptotrichia wadei	157687	226.41672	Healthy	Healthy-E06
Gemella sanguinis	84135	182.76317	Healthy	Healthy-E06
Leptotrichia sp. oral taxon 215	712359	182.32904	Healthy	Healthy-E06
Actinomyces sp. oral taxon 172	712118	174.4155	Healthy	Healthy-E06
Streptococcus infantis	68892	169.13962	Healthy	Healthy-E06
Oribacterium sinus	237576	138.43692	Healthy	Healthy-E06
candidate division TM7 single-cell isolate TM7a	447454	132.54753	Healthy	Healthy-E06
Neisseria subflava	28449	117.92776	Healthy	Healthy-E06
Corynebacterium matruchotii	43768	100.0	Healthy	Healthy-E06
Lachnospiraceae bacterium oral taxon 082	712976	94.98272	Healthy	Healthy-E06
Actinomyces odontolyticus	1660	92.92786	Healthy	Healthy-E06
Megasphaera micronuciformis	187326	83.67489	Healthy	Healthy-E06
Leptotrichia shahii	157691	83.65944	Healthy	Healthy-E06
Fusobacterium nucleatum	851	76.82063	Healthy	Healthy-E06
Peptostreptococcus stomatis	341694	70.01459	Healthy	Healthy-E06
Selenomonas sp. oral taxon 149	712535	69.83929	Healthy	Healthy-E06
Tannerella sp. oral taxon BU063	712710	60.0	Healthy	Healthy-E06
Prevotella scopos	589437	55.07149	Healthy	Healthy-E06
Prevotella buccalis	28127	53.20786	Healthy	Healthy-E06
Granulicatella adiacens	46124	49.65509	Healthy	Healthy-E06
Leptotrichia buccalis	40542	47.84079	Healthy	Healthy-E06
Streptococcus australis	113107	47.81268	Healthy	Healthy-E06
Selenomonas sputigena	69823	47.44551	Healthy	Healthy-E06
Gemella haemolysans	1379	44.83654	Healthy	Healthy-E06
Porphyromonas gingivalis	837	44.67241	Healthy	Healthy-E06
Polynucleobacter necessarius	576610	43.46013	Healthy	Healthy-E06
Atopobium parvulum	1382	40.0	Healthy	Healthy-E06
Lachnoanaerobaculum saburreum	467210	40.0	Healthy	Healthy-E06
Prevotella sp. oral taxon 299	652716	30.44271	Healthy	Healthy-E06
Alloprevotella rava	671218	28.08996	Healthy	Healthy-E06
Prevotella saccharolytica	633701	27.82755	Healthy	Healthy-E06
Streptococcus oligofermentans	195041	27.48083	Healthy	Healthy-E06
Mycoplasma salivarium	2124	27.19709	Healthy	Healthy-E06
Capnocytophaga sp. oral taxon 329	706435	27.16722	Healthy	Healthy-E06
Selenomonas flueggei	135080	26.9043	Healthy	Healthy-E06
Prevotella veroralis	28137	26.70702	Healthy	Healthy-E06
Lachnospiraceae bacterium oral taxon 500	712991	26.00053	Healthy	Healthy-E06
Prevotella salivae	228604	25.97838	Healthy	Healthy-E06
Streptococcus cristatus	45634	25.33521	Healthy	Healthy-E06
Bacteroides pyogenes	310300	25.26513	Healthy	Healthy-E06
Prevotella baroniae	305719	25.18963	Healthy	Healthy-E06
Neisseria meningitidis	487	25.05198	Healthy	Healthy-E06
Fusobacterium sp. oral taxon 370	712288	24.57741	Healthy	Healthy-E06
Streptococcus gordonii	1302	23.91483	Healthy	Healthy-E06
Prevotella sp. oral taxon 306	712461	23.86838	Healthy	Healthy-E06
Veillonella parvula	29466	23.72167	Healthy	Healthy-E06
Prevotella multisaccharivorax	310514	23.02849	Healthy	Healthy-E06
Campylobacter concisus	199	22.99276	Healthy	Healthy-E06
Abiotrophia defectiva	46125	22.92646	Healthy	Healthy-E06
Actinomyces sp. oral taxon 180	651609	22.87743	Healthy	Healthy-E06
Leptotrichia goodfellowii	157692	22.4824	Healthy	Healthy-E06
Prevotella oris	28135	22.29284	Healthy	Healthy-E06
Filifactor alocis	143361	20.0	Healthy	Healthy-E06
Alloprevotella tannerae	76122	20.0	Healthy	Healthy-E06
Prevotella nigrescens	28133	20.0	Healthy	Healthy-E06
Aggregatibacter aphrophilus	732	20.0	Healthy	Healthy-E06
Actinomyces massiliensis	461393	20.0	Healthy	Healthy-E06
Selenomonas sp. oral taxon 138	712532	20.0	Healthy	Healthy-E06
Actinomyces timonensis	1288391	20.0	Healthy	Healthy-E06
Mycoplasma mycoides	2102	20.0	Healthy	Healthy-E06
Rothia mucilaginosa	43675	1346.75611	Healthy	Healthy-E07
Haemophilus parainfluenzae	729	699.64815	Healthy	Healthy-E07
Prevotella histicola	470565	685.3605	Healthy	Healthy-E07
Veillonella atypica	39777	573.71485	Healthy	Healthy-E07
Prevotella melaninogenica	28132	506.13436	Healthy	Healthy-E07
Streptococcus salivarius	1304	491.24405	Healthy	Healthy-E07
Veillonella dispar	39778	422.21636	Healthy	Healthy-E07
Prevotella sp. oral taxon 473	712469	367.10072	Healthy	Healthy-E07
Prevotella pallens	60133	360.0	Healthy	Healthy-E07
Streptococcus parasanguinis	1318	348.36933	Healthy	Healthy-E07
Stomatobaculum longum	796942	306.79126	Healthy	Healthy-E07
Streptococcus mitis	28037	292.9332	Healthy	Healthy-E07
Neisseria mucosa	488	280.0	Healthy	Healthy-E07
Actinomyces graevenitzii	55565	257.56297	Healthy	Healthy-E07
Veillonella sp. oral taxon 158	671228	252.56286	Healthy	Healthy-E07
Leptotrichia wadei	157687	203.92989	Healthy	Healthy-E07
Porphyromonas sp. oral taxon 279	712438	184.10858	Healthy	Healthy-E07
Fusobacterium periodonticum	860	181.29022	Healthy	Healthy-E07
Actinomyces sp. oral taxon 172	712118	166.43036	Healthy	Healthy-E07
Leptotrichia sp. oral taxon 215	712359	160.0	Healthy	Healthy-E07
Streptococcus infantis	68892	156.27719	Healthy	Healthy-E07
Gemella sanguinis	84135	144.51956	Healthy	Healthy-E07
Oribacterium sinus	237576	125.42106	Healthy	Healthy-E07
candidate division TM7 single-cell isolate TM7a	447454	122.58398	Healthy	Healthy-E07
Corynebacterium matruchotii	43768	100.0	Healthy	Healthy-E07
Actinomyces odontolyticus	1660	89.92344	Healthy	Healthy-E07
Lachnospiraceae bacterium oral taxon 082	712976	83.6039	Healthy	Healthy-E07
Neisseria subflava	28449	80.0	Healthy	Healthy-E07
Megasphaera micronuciformis	187326	80.0	Healthy	Healthy-E07
Leptotrichia shahii	157691	80.0	Healthy	Healthy-E07
Selenomonas sp. oral taxon 149	712535	69.87003	Healthy	Healthy-E07
Fusobacterium nucleatum	851	62.50455	Healthy	Healthy-E07
Peptostreptococcus stomatis	341694	60.0	Healthy	Healthy-E07
Tannerella sp. oral taxon BU063	712710	60.0	Healthy	Healthy-E07
Prevotella scopos	589437	52.10111	Healthy	Healthy-E07
Prevotella buccalis	28127	46.53955	Healthy	Healthy-E07
Leptotrichia buccalis	40542	46.33264	Healthy	Healthy-E07
Streptococcus australis	113107	45.61296	Healthy	Healthy-E07
Granulicatella adiacens	46124	44.36861	Healthy	Healthy-E07
Atopobium parvulum	1382	42.33479	Healthy	Healthy-E07
Porphyromonas gingivalis	837	40.0	Healthy	Healthy-E07
Gemella haemolysans	1379	40.0	Healthy	Healthy-E07
Selenomonas sputigena	69823	40.0	Healthy	Healthy-E07
Lachnoanaerobaculum saburreum	467210	40.0	Healthy	Healthy-E07
Polynucleobacter necessarius	576610	40.0	Healthy	Healthy-E07
Streptococcus cristatus	45634	25.92535	Healthy	Healthy-E07
Prevotella sp. oral taxon 299	652716	25.82194	Healthy	Healthy-E07
Mycoplasma salivarium	2124	25.41311	Healthy	Healthy-E07
Selenomonas flueggei	135080	25.23751	Healthy	Healthy-E07
Streptococcus oligofermentans	195041	24.47802	Healthy	Healthy-E07
Abiotrophia defectiva	46125	23.7738	Healthy	Healthy-E07
Prevotella sp. oral taxon 306	712461	23.59187	Healthy	Healthy-E07
Campylobacter concisus	199	23.22722	Healthy	Healthy-E07
Prevotella salivae	228604	21.79078	Healthy	Healthy-E07
Actinomyces sp. oral taxon 180	651609	21.59447	Healthy	Healthy-E07
Prevotella veroralis	28137	21.49148	Healthy	Healthy-E07
Neisseria meningitidis	487	20.0	Healthy	Healthy-E07
Streptococcus gordonii	1302	20.0	Healthy	Healthy-E07
Veillonella parvula	29466	20.0	Healthy	Healthy-E07
Filifactor alocis	143361	20.0	Healthy	Healthy-E07
Alloprevotella tannerae	76122	20.0	Healthy	Healthy-E07
Leptotrichia goodfellowii	157692	20.0	Healthy	Healthy-E07
Prevotella oris	28135	20.0	Healthy	Healthy-E07
Lachnospiraceae bacterium oral taxon 500	712991	20.0	Healthy	Healthy-E07
Capnocytophaga sp. oral taxon 329	706435	20.0	Healthy	Healthy-E07
Prevotella nigrescens	28133	20.0	Healthy	Healthy-E07
Aggregatibacter aphrophilus	732	20.0	Healthy	Healthy-E07
Alloprevotella rava	671218	20.0	Healthy	Healthy-E07
Fusobacterium sp. oral taxon 370	712288	20.0	Healthy	Healthy-E07
Actinomyces massiliensis	461393	20.0	Healthy	Healthy-E07
Selenomonas sp. oral taxon 138	712532	20.0	Healthy	Healthy-E07
