TaxName	species	Abundance_per_rank_RawFile	SampleCategory	RawFile
Atopobium parvulum	1382	40.0	Perio	Perio-E05
Gemella haemolysans	1379	40.0	Perio	Perio-E05
Streptococcus australis	113107	40.0	Perio	Perio-E05
Polynucleobacter necessarius	576610	40.0	Perio	Perio-E05
Selenomonas flueggei	135080	27.40406	Perio	Perio-E05
Mycoplasma salivarium	2124	26.92615	Perio	Perio-E05
Prevotella sp. oral taxon 299	652716	26.52362	Perio	Perio-E05
Bacteroides pyogenes	310300	25.00813	Perio	Perio-E05
Streptococcus oligofermentans	195041	24.65633	Perio	Perio-E05
Filifactor alocis	143361	24.34778	Perio	Perio-E05
Fusobacterium sp. oral taxon 370	712288	24.24404	Perio	Perio-E05
Selenomonas sp. oral taxon 138	712532	23.5533	Perio	Perio-E05
Prevotella veroralis	28137	23.38186	Perio	Perio-E05
Actinomyces massiliensis	461393	23.30206	Perio	Perio-E05
Streptococcus gordonii	1302	23.25838	Perio	Perio-E05
Prevotella saccharolytica	633701	22.63333	Perio	Perio-E05
Prevotella nigrescens	28133	22.27117	Perio	Perio-E05
Mycoplasma mycoides	2102	22.18781	Perio	Perio-E05
Prevotella salivae	228604	21.55722	Perio	Perio-E05
Actinomyces sp. oral taxon 180	651609	20.98741	Perio	Perio-E05
Neisseria meningitidis	487	20.0	Perio	Perio-E05
Veillonella parvula	29466	20.0	Perio	Perio-E05
Campylobacter concisus	199	20.0	Perio	Perio-E05
Abiotrophia defectiva	46125	20.0	Perio	Perio-E05
Alloprevotella tannerae	76122	20.0	Perio	Perio-E05
Leptotrichia goodfellowii	157692	20.0	Perio	Perio-E05
Prevotella oris	28135	20.0	Perio	Perio-E05
Streptococcus cristatus	45634	20.0	Perio	Perio-E05
Lachnospiraceae bacterium oral taxon 500	712991	20.0	Perio	Perio-E05
Capnocytophaga sp. oral taxon 329	706435	20.0	Perio	Perio-E05
Aggregatibacter aphrophilus	732	20.0	Perio	Perio-E05
Alloprevotella rava	671218	20.0	Perio	Perio-E05
Prevotella sp. oral taxon 306	712461	20.0	Perio	Perio-E05
Prevotella baroniae	305719	20.0	Perio	Perio-E05
Actinomyces timonensis	1288391	20.0	Perio	Perio-E05
Prevotella multisaccharivorax	310514	20.0	Perio	Perio-E05
Rothia mucilaginosa	43675	1332.0765	Perio	Perio-E06
Haemophilus parainfluenzae	729	727.22998	Perio	Perio-E06
Prevotella histicola	470565	668.82912	Perio	Perio-E06
Veillonella atypica	39777	558.77608	Perio	Perio-E06
Prevotella melaninogenica	28132	487.79283	Perio	Perio-E06
Streptococcus salivarius	1304	484.24434	Perio	Perio-E06
Veillonella dispar	39778	407.67847	Perio	Perio-E06
Prevotella sp. oral taxon 473	712469	384.59702	Perio	Perio-E06
Prevotella pallens	60133	371.70527	Perio	Perio-E06
Neisseria mucosa	488	341.71381	Perio	Perio-E06
Stomatobaculum longum	796942	334.76102	Perio	Perio-E06
Streptococcus parasanguinis	1318	315.52166	Perio	Perio-E06
Streptococcus mitis	28037	286.38536	Perio	Perio-E06
Veillonella sp. oral taxon 158	671228	273.19042	Perio	Perio-E06
Actinomyces graevenitzii	55565	248.20509	Perio	Perio-E06
Fusobacterium periodonticum	860	239.32201	Perio	Perio-E06
Porphyromonas sp. oral taxon 279	712438	237.74873	Perio	Perio-E06
Leptotrichia wadei	157687	208.15167	Perio	Perio-E06
Leptotrichia sp. oral taxon 215	712359	181.36407	Perio	Perio-E06
Gemella sanguinis	84135	172.13361	Perio	Perio-E06
Actinomyces sp. oral taxon 172	712118	169.59457	Perio	Perio-E06
Streptococcus infantis	68892	151.52611	Perio	Perio-E06
Oribacterium sinus	237576	144.40056	Perio	Perio-E06
candidate division TM7 single-cell isolate TM7a	447454	125.16525	Perio	Perio-E06
Neisseria subflava	28449	107.99633	Perio	Perio-E06
Corynebacterium matruchotii	43768	104.09628	Perio	Perio-E06
Actinomyces odontolyticus	1660	88.97645	Perio	Perio-E06
Lachnospiraceae bacterium oral taxon 082	712976	87.44138	Perio	Perio-E06
Megasphaera micronuciformis	187326	80.0	Perio	Perio-E06
Leptotrichia shahii	157691	80.0	Perio	Perio-E06
Fusobacterium nucleatum	851	75.49195	Perio	Perio-E06
Peptostreptococcus stomatis	341694	65.83926	Perio	Perio-E06
Selenomonas sp. oral taxon 149	712535	63.4895	Perio	Perio-E06
Tannerella sp. oral taxon BU063	712710	62.05395	Perio	Perio-E06
Leptotrichia buccalis	40542	49.98926	Perio	Perio-E06
Prevotella buccalis	28127	45.549	Perio	Perio-E06
Prevotella scopos	589437	44.96235	Perio	Perio-E06
Atopobium parvulum	1382	44.47978	Perio	Perio-E06
Selenomonas sputigena	69823	44.43365	Perio	Perio-E06
Gemella haemolysans	1379	43.79793	Perio	Perio-E06
Granulicatella adiacens	46124	43.45429	Perio	Perio-E06
Porphyromonas gingivalis	837	43.35168	Perio	Perio-E06
Polynucleobacter necessarius	576610	43.2489	Perio	Perio-E06
Streptococcus australis	113107	43.10739	Perio	Perio-E06
Lachnoanaerobaculum saburreum	467210	40.0	Perio	Perio-E06
Prevotella sp. oral taxon 299	652716	28.67037	Perio	Perio-E06
Fusobacterium sp. oral taxon 370	712288	26.98221	Perio	Perio-E06
Capnocytophaga sp. oral taxon 329	706435	26.63675	Perio	Perio-E06
Filifactor alocis	143361	25.6442	Perio	Perio-E06
Mycoplasma salivarium	2124	25.00751	Perio	Perio-E06
Streptococcus oligofermentans	195041	24.82652	Perio	Perio-E06
Bacteroides pyogenes	310300	24.64912	Perio	Perio-E06
Aggregatibacter aphrophilus	732	24.63747	Perio	Perio-E06
Alloprevotella tannerae	76122	24.3504	Perio	Perio-E06
Prevotella saccharolytica	633701	23.77119	Perio	Perio-E06
Prevotella salivae	228604	23.56757	Perio	Perio-E06
Veillonella parvula	29466	23.22823	Perio	Perio-E06
Prevotella veroralis	28137	22.80346	Perio	Perio-E06
Leptotrichia goodfellowii	157692	22.71945	Perio	Perio-E06
Actinomyces sp. oral taxon 180	651609	22.17751	Perio	Perio-E06
Neisseria meningitidis	487	20.0	Perio	Perio-E06
Streptococcus gordonii	1302	20.0	Perio	Perio-E06
Campylobacter concisus	199	20.0	Perio	Perio-E06
Abiotrophia defectiva	46125	20.0	Perio	Perio-E06
Selenomonas flueggei	135080	20.0	Perio	Perio-E06
Prevotella oris	28135	20.0	Perio	Perio-E06
Streptococcus cristatus	45634	20.0	Perio	Perio-E06
Lachnospiraceae bacterium oral taxon 500	712991	20.0	Perio	Perio-E06
Prevotella nigrescens	28133	20.0	Perio	Perio-E06
Alloprevotella rava	671218	20.0	Perio	Perio-E06
Prevotella sp. oral taxon 306	712461	20.0	Perio	Perio-E06
Actinomyces massiliensis	461393	20.0	Perio	Perio-E06
Selenomonas sp. oral taxon 138	712532	20.0	Perio	Perio-E06
Prevotella baroniae	305719	20.0	Perio	Perio-E06
Actinomyces timonensis	1288391	20.0	Perio	Perio-E06
Prevotella multisaccharivorax	310514	20.0	Perio	Perio-E06
Mycoplasma mycoides	2102	20.0	Perio	Perio-E06
Rothia mucilaginosa	43675	1178.89241	Perio	Perio-E07
Prevotella histicola	470565	683.41855	Perio	Perio-E07
Haemophilus parainfluenzae	729	604.53362	Perio	Perio-E07
Veillonella atypica	39777	570.69282	Perio	Perio-E07
Prevotella melaninogenica	28132	517.57003	Perio	Perio-E07
Streptococcus salivarius	1304	515.75482	Perio	Perio-E07
Veillonella dispar	39778	405.41116	Perio	Perio-E07
Prevotella pallens	60133	394.55597	Perio	Perio-E07
Prevotella sp. oral taxon 473	712469	359.81318	Perio	Perio-E07
Streptococcus parasanguinis	1318	320.76919	Perio	Perio-E07
Stomatobaculum longum	796942	317.86529	Perio	Perio-E07
Neisseria mucosa	488	291.46076	Perio	Perio-E07
Streptococcus mitis	28037	276.52343	Perio	Perio-E07
Actinomyces graevenitzii	55565	254.19688	Perio	Perio-E07
Veillonella sp. oral taxon 158	671228	250.48666	Perio	Perio-E07
Leptotrichia wadei	157687	240.38986	Perio	Perio-E07
Fusobacterium periodonticum	860	208.38225	Perio	Perio-E07
Porphyromonas sp. oral taxon 279	712438	189.05124	Perio	Perio-E07
Actinomyces sp. oral taxon 172	712118	176.14213	Perio	Perio-E07
Leptotrichia sp. oral taxon 215	712359	169.59425	Perio	Perio-E07
Streptococcus infantis	68892	151.97884	Perio	Perio-E07
Gemella sanguinis	84135	143.33416	Perio	Perio-E07
Oribacterium sinus	237576	137.05851	Perio	Perio-E07
candidate division TM7 single-cell isolate TM7a	447454	130.82385	Perio	Perio-E07
Corynebacterium matruchotii	43768	118.72381	Perio	Perio-E07
Neisseria subflava	28449	99.88732	Perio	Perio-E07
Actinomyces odontolyticus	1660	95.85682	Perio	Perio-E07
Leptotrichia shahii	157691	90.81397	Perio	Perio-E07
Lachnospiraceae bacterium oral taxon 082	712976	87.34152	Perio	Perio-E07
Megasphaera micronuciformis	187326	87.06689	Perio	Perio-E07
Tannerella sp. oral taxon BU063	712710	70.90732	Perio	Perio-E07
Fusobacterium nucleatum	851	69.64106	Perio	Perio-E07
Selenomonas sp. oral taxon 149	712535	69.44093	Perio	Perio-E07
Peptostreptococcus stomatis	341694	60.0	Perio	Perio-E07
Prevotella scopos	589437	48.5084	Perio	Perio-E07
Selenomonas sputigena	69823	47.94999	Perio	Perio-E07
Leptotrichia buccalis	40542	47.73189	Perio	Perio-E07
Lachnoanaerobaculum saburreum	467210	47.42486	Perio	Perio-E07
Porphyromonas gingivalis	837	44.53272	Perio	Perio-E07
Atopobium parvulum	1382	43.41322	Perio	Perio-E07
Gemella haemolysans	1379	42.21061	Perio	Perio-E07
Prevotella buccalis	28127	40.93123	Perio	Perio-E07
Granulicatella adiacens	46124	40.0	Perio	Perio-E07
Streptococcus australis	113107	40.0	Perio	Perio-E07
Polynucleobacter necessarius	576610	40.0	Perio	Perio-E07
Prevotella sp. oral taxon 299	652716	26.93899	Perio	Perio-E07
Selenomonas flueggei	135080	26.03745	Perio	Perio-E07
Mycoplasma salivarium	2124	25.51082	Perio	Perio-E07
Streptococcus oligofermentans	195041	25.09109	Perio	Perio-E07
Prevotella saccharolytica	633701	24.33854	Perio	Perio-E07
Fusobacterium sp. oral taxon 370	712288	23.70106	Perio	Perio-E07
Prevotella veroralis	28137	23.53456	Perio	Perio-E07
Selenomonas sp. oral taxon 138	712532	23.49143	Perio	Perio-E07
Capnocytophaga sp. oral taxon 329	706435	23.48943	Perio	Perio-E07
Prevotella baroniae	305719	23.07488	Perio	Perio-E07
Bacteroides pyogenes	310300	22.91559	Perio	Perio-E07
Mycoplasma mycoides	2102	22.88994	Perio	Perio-E07
Actinomyces massiliensis	461393	22.74605	Perio	Perio-E07
Campylobacter concisus	199	22.40852	Perio	Perio-E07
Streptococcus cristatus	45634	22.2509	Perio	Perio-E07
Prevotella sp. oral taxon 306	712461	21.10836	Perio	Perio-E07
Neisseria meningitidis	487	20.0	Perio	Perio-E07
Streptococcus gordonii	1302	20.0	Perio	Perio-E07
Veillonella parvula	29466	20.0	Perio	Perio-E07
Filifactor alocis	143361	20.0	Perio	Perio-E07
Abiotrophia defectiva	46125	20.0	Perio	Perio-E07
Alloprevotella tannerae	76122	20.0	Perio	Perio-E07
Leptotrichia goodfellowii	157692	20.0	Perio	Perio-E07
Prevotella oris	28135	20.0	Perio	Perio-E07
Actinomyces sp. oral taxon 180	651609	20.0	Perio	Perio-E07
Prevotella salivae	228604	20.0	Perio	Perio-E07
Lachnospiraceae bacterium oral taxon 500	712991	20.0	Perio	Perio-E07
Prevotella nigrescens	28133	20.0	Perio	Perio-E07
Aggregatibacter aphrophilus	732	20.0	Perio	Perio-E07
Alloprevotella rava	671218	20.0	Perio	Perio-E07
Actinomyces timonensis	1288391	20.0	Perio	Perio-E07
Prevotella multisaccharivorax	310514	20.0	Perio	Perio-E07
Rothia mucilaginosa	43675	1414.41002	Perio	Perio-E08
Prevotella histicola	470565	756.16771	Perio	Perio-E08
Haemophilus parainfluenzae	729	641.19155	Perio	Perio-E08
Veillonella atypica	39777	618.06825	Perio	Perio-E08
Prevotella melaninogenica	28132	569.8986	Perio	Perio-E08
Streptococcus salivarius	1304	536.34071	Perio	Perio-E08
Veillonella dispar	39778	441.04246	Perio	Perio-E08
Prevotella pallens	60133	436.55106	Perio	Perio-E08
Prevotella sp. oral taxon 473	712469	380.23403	Perio	Perio-E08
Stomatobaculum longum	796942	339.33203	Perio	Perio-E08
Streptococcus parasanguinis	1318	338.91014	Perio	Perio-E08
Streptococcus mitis	28037	302.51387	Perio	Perio-E08
Neisseria mucosa	488	298.08042	Perio	Perio-E08
Actinomyces graevenitzii	55565	281.29129	Perio	Perio-E08
Veillonella sp. oral taxon 158	671228	273.4463	Perio	Perio-E08
Leptotrichia wadei	157687	255.66722	Perio	Perio-E08
Fusobacterium periodonticum	860	226.78261	Perio	Perio-E08
Actinomyces sp. oral taxon 172	712118	198.06192	Perio	Perio-E08
Leptotrichia sp. oral taxon 215	712359	195.70931	Perio	Perio-E08
Porphyromonas sp. oral taxon 279	712438	185.63646	Perio	Perio-E08
Streptococcus infantis	68892	162.08148	Perio	Perio-E08
Gemella sanguinis	84135	156.68197	Perio	Perio-E08
candidate division TM7 single-cell isolate TM7a	447454	145.37859	Perio	Perio-E08
Corynebacterium matruchotii	43768	134.96388	Perio	Perio-E08
Oribacterium sinus	237576	132.83583	Perio	Perio-E08
Actinomyces odontolyticus	1660	105.95048	Perio	Perio-E08
Leptotrichia shahii	157691	104.77541	Perio	Perio-E08
Neisseria subflava	28449	101.08404	Perio	Perio-E08
Lachnospiraceae bacterium oral taxon 082	712976	99.50171	Perio	Perio-E08
Megasphaera micronuciformis	187326	93.69298	Perio	Perio-E08
Tannerella sp. oral taxon BU063	712710	79.9576	Perio	Perio-E08
Selenomonas sp. oral taxon 149	712535	76.03305	Perio	Perio-E08
Fusobacterium nucleatum	851	74.88143	Perio	Perio-E08
Peptostreptococcus stomatis	341694	63.79685	Perio	Perio-E08
Leptotrichia buccalis	40542	56.56473	Perio	Perio-E08
Prevotella scopos	589437	55.48992	Perio	Perio-E08
Lachnoanaerobaculum saburreum	467210	55.47629	Perio	Perio-E08
Selenomonas sputigena	69823	53.17729	Perio	Perio-E08
Streptococcus australis	113107	45.72413	Perio	Perio-E08
Prevotella buccalis	28127	45.57889	Perio	Perio-E08
Granulicatella adiacens	46124	44.09866	Perio	Perio-E08
Atopobium parvulum	1382	42.90978	Perio	Perio-E08
Porphyromonas gingivalis	837	40.0	Perio	Perio-E08
Gemella haemolysans	1379	40.0	Perio	Perio-E08
Polynucleobacter necessarius	576610	40.0	Perio	Perio-E08
Selenomonas flueggei	135080	29.18208	Perio	Perio-E08
Prevotella sp. oral taxon 299	652716	29.07707	Perio	Perio-E08
Mycoplasma salivarium	2124	27.08673	Perio	Perio-E08
Streptococcus oligofermentans	195041	26.56853	Perio	Perio-E08
Prevotella nigrescens	28133	26.41454	Perio	Perio-E08
Fusobacterium sp. oral taxon 370	712288	26.25929	Perio	Perio-E08
Streptococcus cristatus	45634	25.61785	Perio	Perio-E08
Prevotella veroralis	28137	25.32483	Perio	Perio-E08
Prevotella sp. oral taxon 306	712461	25.03254	Perio	Perio-E08
Mycoplasma mycoides	2102	24.69981	Perio	Perio-E08
Veillonella parvula	29466	24.68457	Perio	Perio-E08
Prevotella saccharolytica	633701	24.57417	Perio	Perio-E08
Prevotella baroniae	305719	24.45223	Perio	Perio-E08
Actinomyces timonensis	1288391	24.3169	Perio	Perio-E08
Selenomonas sp. oral taxon 138	712532	24.2909	Perio	Perio-E08
Bacteroides pyogenes	310300	23.98208	Perio	Perio-E08
Prevotella oris	28135	23.86576	Perio	Perio-E08
Streptococcus gordonii	1302	23.65694	Perio	Perio-E08
Prevotella salivae	228604	23.6185	Perio	Perio-E08
Capnocytophaga sp. oral taxon 329	706435	23.4714	Perio	Perio-E08
Actinomyces massiliensis	461393	23.40519	Perio	Perio-E08
Campylobacter concisus	199	23.24152	Perio	Perio-E08
Neisseria meningitidis	487	23.18771	Perio	Perio-E08
Actinomyces sp. oral taxon 180	651609	22.96602	Perio	Perio-E08
Leptotrichia goodfellowii	157692	22.51868	Perio	Perio-E08
Filifactor alocis	143361	22.44887	Perio	Perio-E08
Abiotrophia defectiva	46125	20.0	Perio	Perio-E08
Alloprevotella tannerae	76122	20.0	Perio	Perio-E08
Lachnospiraceae bacterium oral taxon 500	712991	20.0	Perio	Perio-E08
Aggregatibacter aphrophilus	732	20.0	Perio	Perio-E08
Alloprevotella rava	671218	20.0	Perio	Perio-E08
Prevotella multisaccharivorax	310514	20.0	Perio	Perio-E08
Rothia mucilaginosa	43675	1331.96715	Perio	Perio-E09
Prevotella histicola	470565	698.5337	Perio	Perio-E09
Haemophilus parainfluenzae	729	638.65187	Perio	Perio-E09
Veillonella atypica	39777	594.83584	Perio	Perio-E09
Prevotella melaninogenica	28132	555.6609	Perio	Perio-E09
Streptococcus salivarius	1304	527.37524	Perio	Perio-E09
Veillonella dispar	39778	427.36408	Perio	Perio-E09
Prevotella pallens	60133	371.32313	Perio	Perio-E09
Stomatobaculum longum	796942	345.38023	Perio	Perio-E09
Prevotella sp. oral taxon 473	712469	344.98272	Perio	Perio-E09
Streptococcus parasanguinis	1318	320.26678	Perio	Perio-E09
Neisseria mucosa	488	309.40906	Perio	Perio-E09
Streptococcus mitis	28037	285.36211	Perio	Perio-E09
Actinomyces graevenitzii	55565	280.1423	Perio	Perio-E09
Veillonella sp. oral taxon 158	671228	251.60925	Perio	Perio-E09
Leptotrichia wadei	157687	213.47963	Perio	Perio-E09
Porphyromonas sp. oral taxon 279	712438	197.66309	Perio	Perio-E09
Fusobacterium periodonticum	860	192.21238	Perio	Perio-E09
Leptotrichia sp. oral taxon 215	712359	167.4887	Perio	Perio-E09
Actinomyces sp. oral taxon 172	712118	160.0	Perio	Perio-E09
Streptococcus infantis	68892	155.43476	Perio	Perio-E09
Gemella sanguinis	84135	144.06899	Perio	Perio-E09
Corynebacterium matruchotii	43768	129.00671	Perio	Perio-E09
candidate division TM7 single-cell isolate TM7a	447454	126.76144	Perio	Perio-E09
Oribacterium sinus	237576	123.68119	Perio	Perio-E09
Neisseria subflava	28449	98.21812	Perio	Perio-E09
Lachnospiraceae bacterium oral taxon 082	712976	94.78308	Perio	Perio-E09
Actinomyces odontolyticus	1660	87.91704	Perio	Perio-E09
Leptotrichia shahii	157691	84.15688	Perio	Perio-E09
Megasphaera micronuciformis	187326	80.0	Perio	Perio-E09
Fusobacterium nucleatum	851	72.97751	Perio	Perio-E09
Tannerella sp. oral taxon BU063	712710	61.05806	Perio	Perio-E09
Selenomonas sp. oral taxon 149	712535	60.0	Perio	Perio-E09
Peptostreptococcus stomatis	341694	60.0	Perio	Perio-E09
Lachnoanaerobaculum saburreum	467210	55.14575	Perio	Perio-E09
Prevotella scopos	589437	51.87495	Perio	Perio-E09
Leptotrichia buccalis	40542	48.43888	Perio	Perio-E09
Streptococcus australis	113107	45.53293	Perio	Perio-E09
Prevotella buccalis	28127	43.4557	Perio	Perio-E09
Granulicatella adiacens	46124	42.79129	Perio	Perio-E09
Polynucleobacter necessarius	576610	42.00292	Perio	Perio-E09
Porphyromonas gingivalis	837	40.0	Perio	Perio-E09
Atopobium parvulum	1382	40.0	Perio	Perio-E09
Gemella haemolysans	1379	40.0	Perio	Perio-E09
Selenomonas sputigena	69823	40.0	Perio	Perio-E09
Streptococcus oligofermentans	195041	25.22383	Perio	Perio-E09
Actinomyces timonensis	1288391	25.00844	Perio	Perio-E09
Veillonella parvula	29466	24.83576	Perio	Perio-E09
Mycoplasma salivarium	2124	24.30228	Perio	Perio-E09
Fusobacterium sp. oral taxon 370	712288	24.18965	Perio	Perio-E09
Actinomyces massiliensis	461393	23.91656	Perio	Perio-E09
Prevotella baroniae	305719	23.72781	Perio	Perio-E09
Bacteroides pyogenes	310300	23.69554	Perio	Perio-E09
Prevotella sp. oral taxon 306	712461	23.15958	Perio	Perio-E09
Streptococcus cristatus	45634	22.89681	Perio	Perio-E09
Prevotella salivae	228604	22.62524	Perio	Perio-E09
Prevotella veroralis	28137	22.53222	Perio	Perio-E09
Campylobacter concisus	199	22.46038	Perio	Perio-E09
Filifactor alocis	143361	22.08734	Perio	Perio-E09
Prevotella sp. oral taxon 299	652716	22.06339	Perio	Perio-E09
Neisseria meningitidis	487	20.0	Perio	Perio-E09
Streptococcus gordonii	1302	20.0	Perio	Perio-E09
Abiotrophia defectiva	46125	20.0	Perio	Perio-E09
Selenomonas flueggei	135080	20.0	Perio	Perio-E09
Alloprevotella tannerae	76122	20.0	Perio	Perio-E09
Leptotrichia goodfellowii	157692	20.0	Perio	Perio-E09
Prevotella oris	28135	20.0	Perio	Perio-E09
Actinomyces sp. oral taxon 180	651609	20.0	Perio	Perio-E09
Lachnospiraceae bacterium oral taxon 500	712991	20.0	Perio	Perio-E09
Capnocytophaga sp. oral taxon 329	706435	20.0	Perio	Perio-E09
Prevotella nigrescens	28133	20.0	Perio	Perio-E09
Aggregatibacter aphrophilus	732	20.0	Perio	Perio-E09
Alloprevotella rava	671218	20.0	Perio	Perio-E09
Selenomonas sp. oral taxon 138	712532	20.0	Perio	Perio-E09
Prevotella saccharolytica	633701	20.0	Perio	Perio-E09
Prevotella multisaccharivorax	310514	20.0	Perio	Perio-E09
Mycoplasma mycoides	2102	20.0	Perio	Perio-E09
Rothia mucilaginosa	43675	1300.4976	Perio	Perio-E10
Prevotella histicola	470565	690.641	Perio	Perio-E10
Haemophilus parainfluenzae	729	607.3614	Perio	Perio-E10
Veillonella atypica	39777	582.15354	Perio	Perio-E10
Prevotella melaninogenica	28132	497.32565	Perio	Perio-E10
Streptococcus salivarius	1304	489.01063	Perio	Perio-E10
Veillonella dispar	39778	417.32385	Perio	Perio-E10
Prevotella pallens	60133	383.63818	Perio	Perio-E10
Prevotella sp. oral taxon 473	712469	344.88386	Perio	Perio-E10
Streptococcus parasanguinis	1318	319.57232	Perio	Perio-E10
Stomatobaculum longum	796942	311.19735	Perio	Perio-E10
Neisseria mucosa	488	283.58761	Perio	Perio-E10
Streptococcus mitis	28037	271.65315	Perio	Perio-E10
Actinomyces graevenitzii	55565	256.19948	Perio	Perio-E10
Veillonella sp. oral taxon 158	671228	237.15134	Perio	Perio-E10
Leptotrichia wadei	157687	217.55357	Perio	Perio-E10
Porphyromonas sp. oral taxon 279	712438	187.83977	Perio	Perio-E10
Fusobacterium periodonticum	860	180.0	Perio	Perio-E10
Leptotrichia sp. oral taxon 215	712359	168.61856	Perio	Perio-E10
Actinomyces sp. oral taxon 172	712118	162.34743	Perio	Perio-E10
Streptococcus infantis	68892	146.26596	Perio	Perio-E10
Gemella sanguinis	84135	140.0	Perio	Perio-E10
candidate division TM7 single-cell isolate TM7a	447454	126.52338	Perio	Perio-E10
Oribacterium sinus	237576	120.0	Perio	Perio-E10
Corynebacterium matruchotii	43768	110.17653	Perio	Perio-E10
Actinomyces odontolyticus	1660	85.85874	Perio	Perio-E10
Leptotrichia shahii	157691	85.0232	Perio	Perio-E10
Neisseria subflava	28449	83.44954	Perio	Perio-E10
Megasphaera micronuciformis	187326	83.31328	Perio	Perio-E10
Lachnospiraceae bacterium oral taxon 082	712976	80.0	Perio	Perio-E10
Selenomonas sp. oral taxon 149	712535	70.60403	Perio	Perio-E10
Peptostreptococcus stomatis	341694	62.81015	Perio	Perio-E10
Fusobacterium nucleatum	851	60.0	Perio	Perio-E10
Tannerella sp. oral taxon BU063	712710	60.0	Perio	Perio-E10
Prevotella scopos	589437	50.2481	Perio	Perio-E10
Selenomonas sputigena	69823	48.06186	Perio	Perio-E10
Leptotrichia buccalis	40542	46.75867	Perio	Perio-E10
Streptococcus australis	113107	44.53272	Perio	Perio-E10
Porphyromonas gingivalis	837	40.0	Perio	Perio-E10
Atopobium parvulum	1382	40.0	Perio	Perio-E10
Gemella haemolysans	1379	40.0	Perio	Perio-E10
Granulicatella adiacens	46124	40.0	Perio	Perio-E10
Prevotella buccalis	28127	40.0	Perio	Perio-E10
Lachnoanaerobaculum saburreum	467210	40.0	Perio	Perio-E10
Polynucleobacter necessarius	576610	40.0	Perio	Perio-E10
Selenomonas flueggei	135080	27.46079	Perio	Perio-E10
Mycoplasma salivarium	2124	25.95424	Perio	Perio-E10
Prevotella sp. oral taxon 299	652716	25.90738	Perio	Perio-E10
Streptococcus oligofermentans	195041	24.43661	Perio	Perio-E10
Prevotella nigrescens	28133	23.94468	Perio	Perio-E10
Prevotella veroralis	28137	23.48495	Perio	Perio-E10
Actinomyces timonensis	1288391	22.8641	Perio	Perio-E10
Streptococcus gordonii	1302	22.74788	Perio	Perio-E10
Prevotella baroniae	305719	22.32003	Perio	Perio-E10
Prevotella sp. oral taxon 306	712461	21.73739	Perio	Perio-E10
Prevotella salivae	228604	21.06839	Perio	Perio-E10
Neisseria meningitidis	487	20.0	Perio	Perio-E10
Veillonella parvula	29466	20.0	Perio	Perio-E10
Filifactor alocis	143361	20.0	Perio	Perio-E10
Campylobacter concisus	199	20.0	Perio	Perio-E10
Abiotrophia defectiva	46125	20.0	Perio	Perio-E10
Alloprevotella tannerae	76122	20.0	Perio	Perio-E10
Leptotrichia goodfellowii	157692	20.0	Perio	Perio-E10
Prevotella oris	28135	20.0	Perio	Perio-E10
Actinomyces sp. oral taxon 180	651609	20.0	Perio	Perio-E10
Streptococcus cristatus	45634	20.0	Perio	Perio-E10
Lachnospiraceae bacterium oral taxon 500	712991	20.0	Perio	Perio-E10
Capnocytophaga sp. oral taxon 329	706435	20.0	Perio	Perio-E10
Aggregatibacter aphrophilus	732	20.0	Perio	Perio-E10
Alloprevotella rava	671218	20.0	Perio	Perio-E10
Fusobacterium sp. oral taxon 370	712288	20.0	Perio	Perio-E10
Actinomyces massiliensis	461393	20.0	Perio	Perio-E10
Selenomonas sp. oral taxon 138	712532	20.0	Perio	Perio-E10
Prevotella saccharolytica	633701	20.0	Perio	Perio-E10
Bacteroides pyogenes	310300	20.0	Perio	Perio-E10
Prevotella multisaccharivorax	310514	20.0	Perio	Perio-E10
Mycoplasma mycoides	2102	20.0	Perio	Perio-E10
Rothia mucilaginosa	43675	1356.55371	Perio	Perio-E11
Prevotella histicola	470565	709.07062	Perio	Perio-E11
Haemophilus parainfluenzae	729	617.01438	Perio	Perio-E11
Veillonella atypica	39777	597.1883	Perio	Perio-E11
Streptococcus salivarius	1304	554.33122	Perio	Perio-E11
Prevotella melaninogenica	28132	527.77383	Perio	Perio-E11
Veillonella dispar	39778	414.34088	Perio	Perio-E11
Prevotella pallens	60133	389.75663	Perio	Perio-E11
Prevotella sp. oral taxon 473	712469	347.972	Perio	Perio-E11
Streptococcus parasanguinis	1318	347.77132	Perio	Perio-E11
Stomatobaculum longum	796942	333.92045	Perio	Perio-E11
Neisseria mucosa	488	312.40904	Perio	Perio-E11
Streptococcus mitis	28037	280.01591	Perio	Perio-E11
Actinomyces graevenitzii	55565	267.71882	Perio	Perio-E11
Leptotrichia wadei	157687	254.20822	Perio	Perio-E11
Veillonella sp. oral taxon 158	671228	244.14879	Perio	Perio-E11
Fusobacterium periodonticum	860	202.22593	Perio	Perio-E11
Porphyromonas sp. oral taxon 279	712438	183.53225	Perio	Perio-E11
Leptotrichia sp. oral taxon 215	712359	176.97962	Perio	Perio-E11
Actinomyces sp. oral taxon 172	712118	173.38767	Perio	Perio-E11
Gemella sanguinis	84135	167.37845	Perio	Perio-E11
Streptococcus infantis	68892	150.99247	Perio	Perio-E11
candidate division TM7 single-cell isolate TM7a	447454	142.68455	Perio	Perio-E11
Oribacterium sinus	237576	124.24252	Perio	Perio-E11
Corynebacterium matruchotii	43768	109.8209	Perio	Perio-E11
Leptotrichia shahii	157691	102.86568	Perio	Perio-E11
